SKU,Quantity,ProductCategory,ProductName,Margin,AverageDiscount,OrderCount_Ratio_Discounted_vs_FullPrice,Seasonality
9-3308012730|EE0039|3XL,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-shirt με camo tree logo print Regular Fit Μπλε 3XL,33.19,7.0,inf,may
9-3309009869|EE8499|100,2.0,Ανδρική Μόδα / Ανδρικά Παπούτσια / Ανδρικά Boat Shoes,Timberland ανδρικά boat shoes Classic 2-Eye Καφέ 44,21.86,52.5,inf,june
9-3371018442|EE0051|13-14,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Τζιν για Κορίτσια","OVS παιδικό τζην παντελόνι με ελαστική μέση ""Paper bag"" (10-15 ετών) Denim Blue Ανοιχτό 13-14Y",35.15,13.47,inf,may
9-4093001345|EA5042|XL,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικείες Πιτζάμες / Γυναικείες Πιτζάμες Σετ,Pink Label γυναικεία πιτζάμα με ρέλι σε διαφορετικό χρώμα Μπλε Σκούρο XL,33.54,13.19,inf,may
9-4551001926|EE0216|54,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες Αμάνικες,Forel γυναικείο τοπ με ribbed σχέδιο Μπεζ 54,25.74,0.0,0.0,march
9-4574001582|EE0810|18M,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Βρεφικά για Κορίτσια / Βρεφικά Ρούχα για Κορίτσι / Βρεφικά Σετ Ρούχων για Κορίτσια","Mayoral βρεφικό σετ με φούστα, αμάνικο τοπ και κορδέλα Πράσινο Ανοιχτό 18M",18.41,5.0,inf,may
9-4574001595|EE0225|6,0.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",Mayoral παιδικό σετ με αμάνικη μπλούζα και σορτς Κίτρινο 6Y,35.15,0.0,0.0,may
9-4574001606|EC6825|3,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",Mayoral παιδικό σετ με floral κολάν και αμάνικο τοπ Φούξια 3Y,30.61,6.4,inf,april
9-4574001680|EC1260|18M,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Φορέματα για Κορίτσια",Mayoral παιδικό φόρεμα με all-over floral print Βεραμάν 18M,38.17,4.4,inf,may
9-4598000467|EE1149|37,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικείες Εσπαντρίγιες,Tamaris  γυναικείες εσπαντρίγιες ανοιχτές  Μαύρο 37,30.6,11.65,inf,may
9-4603000089|EE0358|080,2.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Αγόρια / Παιδικές Σαγιονάρες & Σανδάλια για Αγόρια",Primigi παιδικά σανδάλια με τριπλό velcro (32 - 37) Μπλε Σκούρο 25,40.57,8.0,inf,april-may
9-4862000089,1.0,Προϊόντα Ομορφιάς / Προϊόντα Περιποίησης Μαλλιών / Conditioner Μαλλιών,L'Occitane Aromachologie Purifying Freshness Conditioner Refill 500 ml,31.56,23.5,inf,july
9-4862000143,6.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Αποσμητικά Αρωμάτων,L'Occitane L'Occitan Roll-On Deodorant 50 ml,31.83,5.46,inf,april
9-4862000181,7.0,Προϊόντα Ομορφιάς / Περιποίηση Σώματος / Καθαρισμός Σώματος / Αφρόλουτρα,L'Occitane Bonne Mere Soap Extra Pur 300 gr,41.3,2.75,1.0,april
9-4896002293,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Μολύβια Χειλιών,Kiko Milano New Creamy Colour Comfort Lip Liner Kiko Milano New Creamy Colour Comfort Lip Liner 05 Pinkish Brown,27.1,0.0,0.0,june-august
9-4896002468,9.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Concealers,Kiko Milano New Universal Stick Concealer 03 Light Neutral,19.02,0.0,0.0,december
9-4896002534,4.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano Smart Nail Lacquer 62 Orange,15.86,0.0,0.0,august
9-4896002575,8.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Προϊόντα Νυχιών / Βερνίκια Νυχιών,Kiko Milano New Power Pro Nail Lacquer Kiko Milano New Power Pro Nail Lacquer 20 Mermaid Pink  ,37.65,0.0,0.0,june
9-4896002692,12.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Kiko Milano New Unlimited Stylo Kiko Milano New Unlimited Stylo 20 Classic Mauve,33.61,0.0,0.0,november
9-4947000466|EE1149|L,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικά Πουκάμισα / Ανδρικά Πουκάμισα Casual,"Hugo Boss ανδρικό πουκάμισο με all-over print Relaxed Fit ""Ellino"" Μαύρο L",36.12,26.98,inf,may
9-5000001485|EE0334|42,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,Orsay γυναικεία μπλούζα με ethnic pattern Τυρκουάζ 42,21.39,10.8,inf,may
9-5238000016,3.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Αφροί Καθαρισμού Προσώπου,Eva Belle Cleansing Foam 150 ml,19.09,4.81,0.67,january-february
982255402203,2.0,Ανδρική Μόδα / Ανδρικές Τσάντες / Ανδρικά Τσαντάκια,Delsey ανδρικό crossbody τσαντάκι ''Picpus'',15.44,10.4,10.0,august
1031247,5.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Versace Crystal Noir Eau de Toilette Versace Crystal Noir Eau de Toilette 30 ml,25.52,25.36,1.0,may
103449,5.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Issey Miyake L'Eau d'Issey Eau de Toilette Spray 100ml,32.7,45.36,5.0,august-september
1034690,6.0,Προϊόντα Ομορφιάς & Καλλυντικά / ΑΡΩΜΑΤΑ / Ανδρικά Αρώματα / Eau de Toilette,Versace Pour Homme EdT Versace Pour Homme EdT 30 ml,26.77,26.4,inf,november
1051711,3.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Dsquared2 Wood for Her EdT Dsquared2 Wood for Her EdT 100 ml,28.12,29.87,4.0,november-december
3200963913002|P0000|M,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Τοπ / Γυναικείες Μπλούζες / Γυναικείες Μπλούζες Casual,Lauren Ralph Lauren γυναικεία μπλούζα με ασύμμετρο ώμο Μαύρο M,42.12,29.7,4.0,may
1080296,4.0,Προϊόντα Ομορφιάς / ΑΡΩΜΑΤΑ / Γυναικεία Αρώματα / Eau de Toilette,Guerlain Aqua Allegoria Pamplelune - Eau De Toilette 75 ml,25.45,36.87,inf,june
3AF5622|L166|T40,1.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Πλεκτά / Γυναικεία Πουλόβερ,Lacoste γυναικείο πλεκτό βαμβακερό πουλόβερ με contrast ρίγα στο μανίκι Μπλε Σκούρο 40,30.42,88.4,inf,august
9-0995032879|EE0009|5,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Αγόρια / Παιδικά Μπουφάν & Παλτό για Αγόρια",Alouette παιδικό αμάνικο μπουφάν καπιτονέ με κουκούλα και patch (12 μηνών - 5 ετών) Μπλε Σκούρο 5Y,38.51,0.0,0.0,may
9-1997056098|EE0844|L-12,0.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Ρούχα / Γυναικεία Παντελόνια / Παντελόνια Slim Fit Γυναικεία,Attrattivo γυναικείο παντελόνι  με ρεβέρ και ελαστική μέση Μπλε Ανοιχτό L,26.9,0.0,0.0,march
927278503634,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,"Lancôme L'Absolu Rouge Drama Matte 3,4 gr 364 Fureur De Vivre",33.66,15.36,inf,april
9-3006000462,1.0,Προϊόντα Ομορφιάς / Περιποίηση Προσώπου / Ενυδάτωση - Αντιγήρανση Προσώπου / Ημέρας,Diοr Hydra Life Fresh Sorbet Creme Hydrating Cream,40.87,22.77,inf,january-february
9-3006000471,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Περιποίηση Προσώπου / Ντεμακιγιάζ & Καθαρισμός Προσώπου / Gel Καθαρισμού Προσώπου & Γαλακτώματα,Dior Eye and Lip Makeup Remover Bi-Phase Eye and Lip Makeup Remover - Purifying French Water Lily Skincare Formula 125 ml,43.49,12.72,inf,november
9-3007002416,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Χειλιών / Μολύβια Χειλιών,Diοr Rouge Dior Contour No-Transfer Lip Liner Pencil - Long Wear 772 Classic,19.41,9.72,inf,april
9-3007002759,5.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Ματιών / Μάσκαρα Ματιών,Diorshow 24h Buildable Volume Mascara - Lash-by-Lash Definition Dior Diorshow 24h Buildable Volume Mascara - Lash-by-Lash Definition - Lash Care Formula - 90% Natural-Origin Ingredients 090 Noir / Black ,42.8,13.8,inf,november-december
9-3007002879,0.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Concealers,Dior Forever Skin Correct Full-Coverage Concealer - 24h Hydration and Wear - 96% Natural-Origin Ingredients 3CR Cool Rosy,29.76,12.72,inf,january
9-3007003030,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Concealers,Dior Forever Skin Correct Full-Coverage Concealer - 24h Hydration and Wear - 96% Natural-Origin Ingredients 11 ml 0N Neutral,22.75,12.72,inf,april
9-3007003042,2.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Dior Rouge Dior Lipstick - Comfort and Long Wear - Hydrating Floral Lip Care 219 Rose Montaigne Satiny Finish,28.77,16.02,inf,october
9-3007003050,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Κραγιόν,Dior Rouge Dior Lipstick - Comfort and Long Wear - Hydrating Floral Lip Care 678 Culte Satiny Finish,44.4,16.02,inf,june
9-3007003152,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Χειλιών / Lip Gloss,Dior Addict Lip Maximizer Lip Plumping Gloss - Hydration and Volume Effect - Instant and Long Term 062 Bronzed Glow,29.78,14.37,1.5,july-september
9-3007003242,1.0,Προϊόντα Ομορφιάς / Μακιγιάζ / Μακιγιάζ Προσώπου / Ρουζ,Dior Rouge Blush Colour & Glow Multi-Use Face Palette – Color and Highlighter Duo 8 gr 200 Diorama,24.86,18.57,inf,november-december
9-3308012435|EB4876|33,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Βερμούδες / Ανδρικές Βερμούδες Cargo,"Timberland ανδρική cargo βερμούδα μονόχρωμη βαμβακερή με logo patch πίσω ""Brookline"" Λαδί 33",34.0,31.5,inf,june
9-3308012488|ED2068|XL,2.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,Timberland ανδρικό T-Shirt με κεντημένο λογότυπο ''Dunstan River Jersey Crew'' Κίτρινο XL,22.2,12.0,inf,august
9-3308012520|EE0034|S,0.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt Authentic Fit ""Dunstan Garment Dye"" Μπλε Σκούρο S",17.28,18.2,inf,august
9-3308012653|ED8718|XXL,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με κεντημένο tree logo Slim Fit ""Dunstan River"" Ροζ Ανοιχτό XXL",18.87,6.0,inf,may
9-3308012697|EB4876|XXL,1.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με λογότυπο Regular Fit ""Kennebec River Linear Logo"" Λαδί XXL",18.84,0.0,0.0,may
9-3308012699|EB4876|3XL,0.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με λογότυπο Regular Fit ""Stack Logo"" Λαδί 3XL",19.56,6.0,inf,may
9-3308012715|ED0251|L,6.0,Ανδρικά Ρούχα & Αξεσουάρ / Ανδρικά Ρούχα / Ανδρικές Μπλούζες / Ανδρικά T-Shirts,"Timberland ανδρικό T-shirt με λογότυπο Regular Fit ""Kennebec River Tree Logo"" Μπλε Ανοιχτό L",19.16,6.0,1.0,may
9-3371018784|EE0321|11-12,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικές Μπλούζες για Κορίτσια / Παιδικά T-Shirts για Κορίτσια",OVS παιδικό ribbed T-shirt μονόχρωμο Ροζ 11-12Y,34.23,3.82,inf,july-august
9-3371018845|EE0019|14-15,2.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Παντελόνια για Κορίτσια / Παιδικά Τζιν για Κορίτσια",OVS παιδικό τζην παντελόνι cargo μονόχρωμο Flared Leg Μαύρο 14-15Y,20.46,17.97,inf,august
9-3371018891|EE0019|10-11,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικές Μπλούζες για Κορίτσια / Παιδικά T-Shirts για Κορίτσια",OVS παιδικό σορτς μονόχρωμο βαμβακερό με ελαστική μέση και contrast lettering Μαύρο 10-11Y,25.37,4.72,inf,july
935278503821,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Lancôme Teint Idole Ultra Wear Care & Glow Foundation 220C,41.9,19.92,inf,march
935278503828,1.0,Προϊόντα Ομορφιάς & Καλλυντικά / Μακιγιάζ / Μακιγιάζ Προσώπου / Make Up & Foundations Προσώπου,Lancôme Teint Idole Ultra Wear Care & Glow Foundation Lancôme Teint Idole Ultra Wear Care & Glow Foundation 125W 30 ml,29.22,19.39,inf,november
9-4574001598|EC2912|4,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Ρούχα & Αξεσουάρ για Κορίτσια / Παιδικά Σετ Ρούχων για Κορίτσια",Mayoral παιδικό σετ με σταμπωτό παντελόνι και crop top Λιλά 4Y,35.03,5.6,inf,may
9-4598000467|EE1149|39,2.0,Γυναικεία Ρούχα & Αξεσουάρ / Γυναικεία Παπούτσια / Γυναικείες Εσπαντρίγιες,Tamaris  γυναικείες εσπαντρίγιες ανοιχτές  Μαύρο 39,20.17,9.99,inf,may
9-4599000536|EB3318|18M,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Βρεφικά για Αγόρια / Βρεφικά Ρούχα για Αγόρια / Βρεφικά Σετ Ρούχων για Αγόρια",Mayoral βρεφικό σετ φορμάκι με ζακέτα φούτερ και φόρμα Μπλε 18M,20.77,7.2,inf,may
9-4649000002|EE0019|XL,1.0,Ανδρική Μόδα / Ανδρικά Ρούχα / Ανδρικά Εσώρουχα / Ανδρικά Εσώρουχα Σετ,Calvin Klein ανδρικό σετ εσωρούχων boxer με λογότυπο στο λάστιχο (3 τεμάχια) Μαύρο XL,16.23,15.11,3.0,february
9-4763000031|EE6036|4,1.0,"Παιδικά Ρούχα, Παπούτσια & Παιχνίδια / Παιδικά Παπούτσια / Παιδικά Παπούτσια για Κορίτσια / Παιδικά Sneakers για Κορίτσια","Puma παιδικά αθλητικά παπούτσια μονόχρωμα με λογότυπο ""Caven 2.0"" Λευκό 37",20.07,25.3,inf,november
