SKU,Quantity,PopularMonths
9-4896004254,3.0,february
9-4896004619,8.0,october
9-4896004771,27.0,october
9-4896004915,12.0,october-november
9-4896005103,16.0,april
9-4896005178,3.0,march
9-4896005197,8.0,may
9-4896005236,12.0,march-may
9-4896005237,12.0,march
9-4896005329,0.0,march-april
9-4896005336,8.0,march-may
9-5036000015|EE0019|43,2.0,february
1041215,3.0,january
1048041,17.0,november-december
1048174,3.0,june-july
1049694,4.0,april
1056051,5.0,july
1059605,5.0,november-december
1059638,4.0,november-december
1059763,3.0,september
1059855,3.0,october-november
1059910,3.0,may
12310267,9.0,october-december
3EN202401|B166NV|T36,3.0,june
3G2013042|G0403|M,3.0,july-august
3GU902513053|G0407|XL,2.0,april
900470700150,1.0,october-november
9-0280000509,0.0,february-march
9-2077003341,2.0,february
9-3308011758|EE0034|33,2.0,january
9-4622000204,4.0,september
9-4624000020,3.0,june
9-4669000971|ED7823|12,1.0,february
9-4724000033|EB2698|80,1.0,july
9-4896000322,8.0,september-october
9-4896001074,10.0,june
9-4896002057,1.0,october
9-4896002117,30.0,august
9-4896002215,16.0,february
9-4896004146,6.0,february
9-4896004415,11.0,january-december
9-4896004460,21.0,september-november
9-4896004644,5.0,september
9-4896005119,17.0,february-march
9-4896005124,2.0,january-february
9-4896005166,7.0,january-february
9-4896005193,10.0,february
9-4896005199,2.0,february
9-4896005200,2.0,march-april
9-4896005210,4.0,february
9-5000000744|EC7797|36,1.0,june
9-5036000109|EE0322|46,1.0,february
9-5037000031|EE0019|26,1.0,december
998278503176,1.0,april
1054430,2.0,january
1080546,5.0,january
1080908,3.0,march
1081001,3.0,january
1084089,4.0,june
1084370,3.0,november-december
1084984,5.0,march-april
12307647,9.0,november-december
1085297,3.0,may
3CN1452T863|B435BG|T50,1.0,june
3G3000101|G0410|M,1.0,april
3G7006299|G0005|L,2.0,february
3GW4203492|G0005|M,1.0,july
900240501565,1.0,april
900278503849,1.0,december
900278800991,0.0,january-february
9-1683021752|EE0004|4,2.0,november
9-2077003812,3.0,april
9-2077003848,10.0,january
9-3548000301|EE0848|85,1.0,march
9-3970008593|EE0001|M,1.0,may
9-4318000549|EE0019|XL,3.0,may
9-4896001182,6.0,november-december
9-4896001203,6.0,july
9-4896001259,13.0,august-september
9-4896001320,14.0,june
9-4896001357,9.0,october-november
9-4896002701,16.0,july-august
9-4920000132|EE0051|33,1.0,may
9-5142000024|EE5900|XL,4.0,april
9-5142000048|EE3243|XL,5.0,april
9-5143000180|EA9552|L,1.0,may
979240500407,1.0,january-december
1053950,4.0,september-october
1054018,2.0,october-november
1054118,2.0,july
1054436,1.0,june-july
1054454,4.0,october-december
1058559,1.0,may-june
1058616,2.0,may
1080461,3.0,april
12306333,17.0,november
12307331,13.0,july-august
1080927,6.0,february
1081002,4.0,june-july
1084333,1.0,december
1084389,3.0,october-december
1085225,6.0,may
1085287,2.0,april
12307101,4.0,november
3NCV41050|NC0TB|M,4.0,april
900278504373,1.0,january
900278504531,3.0,march-april
900278800980,1.0,november-december
9-2077003846,3.0,november
9-3370026279|EE0019|3-4,2.0,may
9-3372016192|EE0018|12-13,1.0,july
9-3372016604|EE0018|13-14,1.0,may
9-4621000000,0.0,july-august
9-4896001145,6.0,january
9-4896001181,0.0,november-december
9-4896001233,3.0,october
9-4896001316,7.0,april
9-4920000123|EE0001|25,1.0,march
9-4952000147|EA0108|28,1.0,may
9-5142000002|EE2707|3634,3.0,november
9-5142000003|EA9552|3132,2.0,november
9-5143000136|EE2558|XS,0.0,april
9-5143000182|EA2949|26,1.0,may
1054427,4.0,october-november
1054428,2.0,september-october
1058663,3.0,january
1058681,4.0,january
1058752,2.0,april
1080643,2.0,july
1080954,0.0,may
1084382,3.0,february
1084507,4.0,january-december
1084533,3.0,november-december
1080443,1.0,april
1084228,4.0,may
1085314,0.0,may
12306334,7.0,november
3412959137002|P0000|XL,0.0,april
900241800261,1.0,april
900278800938,2.0,january
917241800124,0.0,november-december
9-2077003565,2.0,january
9-3240009276|EE4543|S,1.0,may
9-3369027381|EE0019|3-4,2.0,may
9-3372016235|EE0019|10-11,1.0,july-august
9-4237004421|ED5205|5+,0.0,april-may
9-4552000815|EE1059|41-46,2.0,november-december
9-4552000895|EE1059|36-40,0.0,july-august
9-4552001159|EE1059|41-46,4.0,february
9-4619000203,2.0,april
9-4620000173,1.0,april
9-4824001977|EE2011|3234,1.0,may
9-4824001991|EA2389|32,2.0,may
9-4896000007,12.0,february
9-4902000039|EC8297|176,1.0,february
9-4920000141|EE0322|28,1.0,may
9-4920000143|EE0018|29,1.0,may
9-5142000209|EE6531|S,1.0,may
9-5143000181|EE1415|S,1.0,may
1053903,1.0,october-december
1058941,1.0,june
1080404,3.0,november-december
1080939,3.0,january
1083848,4.0,november
12305953,30.0,september
1080564,11.0,march-may
1085120,3.0,february
3412968765001|P0000|L,2.0,may
900278504359,1.0,november
929207702517,1.0,november
9-3309010133|ED2079|110,1.0,june
9-3369027412|EE0018|5-6,0.0,may
9-3548000374|EE0019|S,2.0,january
9-3971000154|EE1357|38,0.0,july
9-4508000818|EB9373|XXL,0.0,may
9-4552001108|EE1059|36-40,1.0,january-february
9-4619000202,2.0,april-may
9-4665000049|ED8145|1,0.0,may
9-4896001205,10.0,july
9-4896001358,6.0,june-august
9-5142000055|EE6572|3232,1.0,november
9-5142000209|EE6531|L,3.0,march-april
9-5142000210|EA5668|M,2.0,april-may
9-5168000023|EE0399|14,2.0,april-may
979207703244,3.0,april
1031421,5.0,march
1052287,4.0,february
1052289,5.0,february
3200963698001|P0000|L,1.0,may
3G2003339|G0630|XL,1.0,march-april
3G205069|G0248|36,3.0,july
3TH9894|L132|T7,0.0,may
927278503669,2.0,november
9-3006000457,1.0,july
9-3006000515,1.0,june-july
9-3007003168,2.0,may-june
9-3007003322,1.0,april
9-3007003327,1.0,may
9-3308012434|EE0034|34,1.0,july-august
9-3308012457|EE0019|S,2.0,september
9-3308012661|EB4876|XXL,1.0,april
9-3308012682|ED0251|XL,1.0,may
9-3308012724|EC6164|XL,2.0,may
9-3371018538|EE0051|13-14,1.0,may
935278800814,1.0,january-december
9-4137001148|EB8842|C11,1.0,april
9-4551001631|EE0005|52,1.0,july-august
9-4574001582|EE0810|2,1.0,may
9-4825001791|ED7988|31,0.0,may
9-4862000136,7.0,april
9-4862000305,4.0,january
9-4862000315,5.0,april-may
9-4896002299,20.0,january
9-4896002451,8.0,october-november
9-4896002492,21.0,june-july
9-4947000265|EE1149|M,1.0,may
9-4947000431|EE1149|ONESI,0.0,may
9-5238000021,6.0,october
1051904,3.0,november
1080289,3.0,march
3200963913002|P0000|L,0.0,may
1080111,5.0,october-november
3200957668002|P0000|L,0.0,april
3AAS4865|B166BL|T42,0.0,may
3TJ1123|L001|T12A,1.0,january
900240501040,4.0,january-december
9-0995032331|EE0005|12,1.0,may
9-0995032839|EE0684|3,1.0,april
9-0995032970|EE0317|14,1.0,may
9-3006000661,2.0,april
9-3007002413,1.0,july
9-3007002577,1.0,june
9-3007002585,1.0,november
9-3007002852,1.0,february
9-3007002937,1.0,january
9-3007002942,2.0,april-may
9-3007003146,1.0,january
9-3007003174,2.0,january
9-3308012433|EE0039|33,1.0,july
9-3308012457|EE0019|3XL,0.0,january-february
9-3308012520|EE0034|XL,1.0,july
9-3371018538|EE0051|12-13,1.0,may
9-4551001886|EE0215|54,1.0,april
9-4551001904|EE0317|52,1.0,may
9-4560000226|ED8969|27,1.0,april
9-4574001668|ED8053|8,1.0,may
9-4862000082,0.0,april
9-4862000293,3.0,april
9-4896001391,7.0,may-july
9-4896002396,2.0,november-december
9-4896002412,1.0,october
9-4896002453,13.0,march
9-4896002512,11.0,january-december
9-4896002576,3.0,june
9-4947000460|EE1149|S,0.0,may
9-5223000044|EE0052|T.U.,1.0,may
1050907,2.0,april
1054604,2.0,april
1054621,2.0,september-october
1058245,2.0,november
1082387,3.0,june
1082920,5.0,january-december
1083612,7.0,november-december
1083763,6.0,july
1082035,1.0,november-december
3J306172|B166BL|T58,0.0,february
3NCN7R02864|NC011|XL,2.0,may
3NCN7R02889|NC940|M,1.0,april
9-2077004237,0.0,january
9-3047001429|EE0225|ONESIZE,1.0,july
9-3309010170|ED2405|100,1.0,may
9-4007005132|EE2284|54 ΕΚ,4.0,april
9-4156001319|EE7959|OSZ,1.0,march
9-4357000327|EE0019|95,1.0,december
9-4357000367|EE0019|3XL,1.0,november
9-4447000232|ED5668|080,3.0,may
9-4508000698|EE5628|M,2.0,july
9-4577000031|EE0018|412,1.0,july
9-4629000032,0.0,october-november
9-4733000884|EE0019|,1.0,february
9-4862000607,2.0,july
9-4896001782,9.0,november-december
9-4896003404,2.0,october
9-4896003751,8.0,november-december
9-4896003882,1.0,january-february
9-4896003962,11.0,november-december
9-4985000178,3.0,november-december
9-4985000534,3.0,january
9-4985000656,2.0,july
9-5308000028|EB0180|XL,0.0,may
1053506,1.0,april
1054600,1.0,january-december
1083381,4.0,november-december
1083541,4.0,may
1083762,3.0,september-october
1083774,2.0,september
1082640,2.0,july
1083312,3.0,december
1083321,3.0,december
3GW4150359|G0130|38,0.0,april
919300800143,3.0,august
9-2077004035,1.0,december
9-2889014416|EE0018|M,0.0,may
9-3008000545,1.0,january
9-3309010175|ED8729|085,3.0,may
9-4447000208|ED2063|080,2.0,june-july
9-4508000692|EE0033|M,1.0,august
9-4577000031|EE0018|390,4.0,july
9-4633000120,1.0,november-december
9-4686000937|ED7751|31/32,1.0,april
9-4842000548|ED8875|18M,0.0,may
9-4842000634|EE0312|14,1.0,may
9-4853000397|EE0847|M,1.0,january
9-4866000014,8.0,july
9-4896001798,26.0,march
9-4896001807,10.0,february
9-4896003402,3.0,september
9-4896003563,6.0,february
9-4896003790,7.0,november
9-4896003881,10.0,october
9-4985000164,6.0,april
9-4985000664,1.0,december
9-4985000699,2.0,july
9-5289000036,3.0,november-december
9-5289000046,1.0,october-december
1054868,6.0,may-june
1054874,3.0,october-december
1081088,3.0,november-december
1082398,3.0,april-may
1082468,2.0,july
1083522,1.0,november
3NCN1R03000|NC506|XL,0.0,april-may
9-2077004206,1.0,april
9-4357000210|EE0019|M,1.0,november
9-4357000353|EE0438|L,3.0,december
9-4447000207|ED2062|080,3.0,august
9-4690000157|EE0019|OS,1.0,january
9-4862000431,0.0,july
9-4862000901,3.0,march
9-4862000902,4.0,march
9-4896001660,75.0,march
9-4896001809,5.0,april
9-4896003477,8.0,january-december
9-4896003795,1.0,may
9-4985000005,1.0,october-december
9-4985000020,2.0,november-december
9-4985000814,3.0,september-november
9-5289000016,3.0,october-december
9-5289000043,5.0,december
9-5308000013|ED7435|S,1.0,may
1082616,1.0,may
1083586,3.0,august
1081984,1.0,july
1082625,3.0,october-november
3250769904004|P0000|4,0.0,october-november
3GJ8470|LC7Z|T12A,2.0,may
3GW4150346|G0433|36,1.0,may
3GW920004001|G0005|M,1.0,august
9-2077004260,0.0,january
925278503277,2.0,july
9-3008000640,1.0,april
9-4007005405|EE0009|14,1.0,march
9-4156001347|EE1149|OSZ,1.0,may
9-4508000651|EE1909|30-34,1.0,june
9-4625000050,1.0,december
9-4631000215,1.0,april
9-4686000923|ED0459|30/29,0.0,february
9-4842000573|EA0556|3,1.0,may
9-4862000605,2.0,july
9-4862000920,3.0,july
9-4862000960,1.0,april
9-4862001042,2.0,april
9-4896003472,14.0,june-august
9-4896003722,23.0,february
9-4896003723,1.0,february
9-4896003739,18.0,november
9-4896003757,5.0,november
9-4985000503,2.0,july
1039718,0.0,december
1048221,2.0,november
1056073,7.0,november
1059575,4.0,may-june
1059628,1.0,june
1059630,3.0,november
1059802,2.0,january
1059807,1.0,february
1059808,3.0,july
12310802,0.0,february
35H3407|L031|TXL,2.0,january-february
2-8908020579,0.0,february
3200701085002|P0000|M,1.0,may
37-45SMA00012G9|0000|9+,1.0,july
3EF7767|L166|T44,1.0,july
3G2013042|G0433|4XL,1.0,may
3MC1197|B166NV|TL,0.0,november
909278500399,1.0,january
9-4621000072,0.0,october
9-4623000145,3.0,november
9-4669000850|EC8957|2,2.0,november
9-4896000885,5.0,march
9-4896004148,6.0,february-march
9-4896004191,6.0,january-february
9-4896004205,21.0,november
9-4896004238,2.0,june-august
9-4896004255,12.0,november-december
9-4896005118,21.0,february
9-4896005143,3.0,february
9-4896005204,1.0,april-may
9-4896005272,12.0,march
9-5000000543|EE8902|38,3.0,june
9-5035000029|EE0019|36,1.0,august
9-5035000099|EE0019|37,1.0,july
9-5036000077|EE0018|44,1.0,february
9-5036000156|EE0322|43,3.0,april
1048085,8.0,november-december
1059588,2.0,july
1059604,11.0,november-december
1059720,3.0,may
35H1774|LBCK|TS,1.0,december
35H3411|LW3T|TXL,1.0,november-december
3CH2936|L522|T46,1.0,january-february
3G2013033|G0113|S,1.0,july
3G2013033|G0433|XXL,1.0,june-july
3GS30631874|G45|43,1.0,may
3GW4700280|G0213|L,1.0,february
900470700087,1.0,november
9-0995031967|EE0011|06,2.0,may
9-4240000973|EE0019|U,0.0,april
9-4621000183,2.0,april
9-4623000128,5.0,april
9-4669001030|ED4395|24M,0.0,may
9-4781000280|EC9265|ONE SIZE,2.0,july-august
9-4896000567,51.0,november-december
9-4896000588,10.0,january
9-4896000595,1.0,january-december
9-4896000703,0.0,august-november
9-4896000906,10.0,october-november
9-4896000928,1.0,february
9-4896002191,1.0,july-august
9-4896004141,13.0,september
9-4896004606,1.0,february
9-4896004637,1.0,august-october
9-4896004765,14.0,september-december
9-4896004768,15.0,october
9-4896005208,6.0,may
9-4896005281,2.0,march
9-4896005372,5.0,may
9-5035000175|EE0019|38,0.0,may
9-5036000015|EE0019|45,2.0,november
989278502816,1.0,july
989300800438,0.0,april
1046528,4.0,april
1047822,3.0,april
1047826,1.0,april
1080318,3.0,march
1080391,4.0,october-november
1081043,3.0,november-december
1084024,3.0,july-september
1084787,6.0,march-april
1084442,3.0,november
1080414,3.0,april
1084769,3.0,march-may
3200782777003|P0000|M,2.0,may
900241800274,1.0,january
900278504038,0.0,january
9-2077003810,1.0,august
9-3309010036|EE8499|090,2.0,june-july
9-3372016240|EE0322|14-15,1.0,august
9-3970008523|EE6517|42,2.0,may
9-4499002349|EE0005|50,2.0,may
9-4508000811|ED7606|XXL,0.0,may
9-4730000384|EA9440|1SZ,2.0,may
9-4730000391|EE0847|1SZ,1.0,february
9-4896001125,7.0,july-august
9-4920000136|EE0001|20,1.0,may
1044964,5.0,april
1047087,4.0,december
1047303,2.0,october-december
1053888,10.0,june-july
1054438,3.0,october
1084352,0.0,november-december
1084884,0.0,april
1084506,5.0,october-december
1085044,16.0,may
1085199,2.0,may
1084349,2.0,april
3ANP2338|B001WH|T44,1.0,january
3TH2101|LS30|T7,1.0,april
900240501411,1.0,january-december
900278504087,1.0,january
900278800954,1.0,july-august
9-2077003535,2.0,june-july
9-3309010135|ED2081|085,1.0,june-july
9-3369027391|EE0051|6-7,0.0,march
9-3369027401|EE0018|3-4,0.0,may
9-3370026056|EE0436|7-8,1.0,february-march
9-3372016579|EE0051|14-15,1.0,april
9-3548000368|EE0019|75,1.0,july
9-3970008526|EE2272|42,2.0,may
9-4237004283|EE0981|5,2.0,june-july
9-4730000363|EE0438|1SZ,2.0,april-may
9-4824001994|ED7973|24,1.0,may
9-4896001168,8.0,june
9-4896001199,17.0,may
9-4896003007,12.0,october
9-4896003023,21.0,may-july
9-5142000137|EE2555|XXL,1.0,november
1080411,1.0,march
1084092,6.0,november-december
1084457,3.0,november
1084780,3.0,april
3AJ1121|L166|T10A,2.0,february
3G7006299|G0433|L,2.0,july
3NC25D603|NC4VN|S,1.0,june
900240501233,1.0,april-july
900278800850,1.0,january
9-3309010134|ED2080|085,1.0,july-august
9-3309010146|ED2405|085,1.0,july
9-3369027179|EE0018|4-5,1.0,january
9-3369027376|EE0018|4-5,0.0,may
9-3372016576|EE0051|10-11,0.0,may
9-3548000360|EE0848|M,1.0,april
9-4730000368|EC3023|1SZ,1.0,may
9-4896001308,11.0,april
9-5142000067|EE2580|L,1.0,june
9-5143000008|EE6927|M,3.0,july
9-5143000123|EE6705|3132,1.0,april
9-5143000182|EA2949|25,1.0,may
1044962,4.0,september-december
1080961,5.0,march-may
1084137,3.0,november-december
1085076,1.0,april-may
1084375,2.0,october-december
1058737,9.0,september
1058922,2.0,august
1080920,2.0,april
3EF1107|L166|T38,2.0,june-july
3NCV41050|NC0TB|XL,11.0,april
900278504032,1.0,november-december
900278504327,1.0,january-december
900278504448,0.0,january-december
917241800126,1.0,january
9-3369027376|EE0018|8-9,1.0,march
9-3370026314|EE0321|7-8,2.0,may
9-4552001102|EE1059|36-40,1.0,january
9-4552001120|EE1059|36-40,8.0,january-december
9-4620000117,1.0,july
9-4620000127,1.0,september
9-4730000358|EE0381|1SZ,0.0,may
9-4730000386|EE0847|1SZ,1.0,may
9-4895000033|EE0001|32,2.0,may
9-4896000005,7.0,january
9-4896001272,7.0,july-august
9-4896001324,10.0,may-july
9-4896001346,11.0,september
9-4896001371,15.0,july-september
9-5142000076|EA8574|L,4.0,june
9-5143000179|EE6928|S,0.0,may
9-5168000019|EE0327|14,0.0,may
1031423,5.0,july-august
1051709,2.0,april
1051717,1.0,september-october
1052629,5.0,january
1052631,3.0,october
37-49SMA00231R5|0000|10+,0.0,may
1080246,5.0,january
9-3369027371|EE0051|7-8,0.0,february
9-3372016254|EE0334|12-13,2.0,july
9-3970008544|EE0334|46,2.0,may
9-4499002349|EE0005|46,4.0,may
9-4508000700|ED3432|XXL,1.0,july
9-4508000818|EE0019|XXL,1.0,may
9-4552000814|EE1059|36-40,2.0,january-february
9-4896001198,11.0,october
9-4896001322,1.0,september-october
9-5143000004|EA8877|2430,1.0,april-may
9-5143000168|EE1411|24,0.0,may
979278502519,5.0,june-july
1058509,1.0,april
1058833,3.0,may
1080447,7.0,july
1080956,0.0,november-december
1084452,6.0,november-december
12307333,17.0,august
1058927,5.0,july
1084021,3.0,december
1084231,2.0,july
1084403,7.0,november-december
1084528,1.0,november
3AH3053|LDCJ|T7,0.0,march
1084994,4.0,march
3412802952005|P0000|L,0.0,may
900240501394,1.0,july
9-2077003463,5.0,july
9-2077003614,7.0,november-december
9-2077003850,2.0,april
9-2077003852,3.0,july
9-3309010134|ED2080|100,2.0,july
9-3309010137|ED2083|120,0.0,may
9-3548000300|EE0848|75,1.0,january-february
9-3548000572|EE0019|85,1.0,january
9-3970008529|EB8371|50,1.0,april
9-4508000709|EE3943|29-32,0.0,february
9-4730000386|EA9440|1SZ,1.0,april
9-4896001149,0.0,august
9-4896001217,1.0,july
9-4896001221,4.0,june-july
9-4920000129|EE0018|30,1.0,april
9-5142000000|EE1411|3834,3.0,february
9-5142000006|EE6930|3334,1.0,november
9-5142000020|EE6933|S,0.0,may
9-5168000021|EE2272|10,2.0,may
1044965,6.0,april
1058510,8.0,april
1058792,3.0,april
1080321,1.0,june-july
1080446,8.0,november-december
1080872,1.0,april
1084355,5.0,september-october
1084462,2.0,october
1084084,3.0,september
3200748765001|P0000|S,0.0,july-august
3G821008-1|G0439|122+,0.0,april-may
9-2077003674,0.0,june
9-3369027381|EE0019|7-8,0.0,may
9-4508000811|ED7607|XL,0.0,march
9-4619000025,3.0,september-november
9-4619000151,1.0,april
9-4619000229,3.0,april
9-4888000018|EC5655|S,1.0,may
9-4896001232,0.0,july
9-5142000008|EE2551|2932,1.0,september
9-5168000004|EE0321|10,1.0,july-august
1045106,1.0,november
1047815,2.0,december
1054082,4.0,march
1058570,2.0,november-december
1058744,4.0,july
1083980,3.0,november
1084385,2.0,september-october
1085419,3.0,may
1085306,0.0,april
3412873120004|P0000|M,1.0,may
3TH8917|L031|T4,2.0,may
900278504326,1.0,january-december
900278800844,1.0,april
900278800944,0.0,january-december
9-3369027369|EE0419|9-10,1.0,may
9-3369027389|EE0051|7-8,0.0,march-april
9-3369027389|EE0051|9-10,0.0,march
9-3370026295|EE0018|4-5,1.0,april
9-3370026296|EE0334|9-10,0.0,may
9-3372016577|EE0051|11-12,1.0,april
9-4508000747|EE1171|32-32,1.0,march
9-4552000998|EE1059|41-46,4.0,january
9-4620000075,1.0,january
9-4620000167,0.0,december
9-4896001306,2.0,july
9-4896001314,11.0,july
9-4896002956,3.0,july-august
9-4896003178,6.0,february-april
9-5142000018|EE6930|XL,3.0,june-july
9-5142000022|EE6098|S,6.0,may
9-5143000168|EE1411|25,0.0,may
9-5168000023|EE0399|10,2.0,may
979278502535,1.0,july
1052229,4.0,december
37-48SMA009721G|0000|9,2.0,may
1080212,4.0,may-june
3G205069|G0248|33,2.0,july
3G920006300|G0005|L,2.0,july-august
3G920006300|G0005|XL,1.0,july
3G920016000|G0362|L,3.0,may
3G9900256|G0433|ONE,1.0,february
3GW4200592|G0651|M,1.0,april
3NCK41050|NC4NV|XXL,10.0,may
3NCS47001|NC3TQ|L,0.0,february
3TJ1123|L166|T6A,1.0,january
3TJ8482|LSIW|T12A,1.0,may
900240501041,1.0,july
9-0995032906|EE0375|6,1.0,april
9-2212001650|EE6729|.,2.0,november-december
927278503682,0.0,july
9-3006000493,2.0,june-july
9-3007002614,1.0,november-december
9-3007002671,1.0,july
9-3007002960,1.0,november
9-3007003056,0.0,january-december
9-3007003191,0.0,april
9-3007003299,1.0,april
9-3308012475|EE0034|XL,3.0,july
9-3308012520|EE0034|3XL,1.0,june
9-3371018845|EE0019|11-12,1.0,july
9-3371019133|EE0019|10-11,1.0,march
935278503829,1.0,april
9-4137001148|EB8842|C12,2.0,april
9-4551001911|EE0673|52,1.0,may
9-4560000227|EE2469|32,1.0,may
9-4574001573|EE0375|3,1.0,march
9-4574001678|EE0319|12M,1.0,may
9-4599000522|EE0004|1,2.0,april-may
